"event","date","city","state","killed","injured","total","day","month","year","yearmonth","source","citystate"
2661505,2023-07-23,"Dallas","Texas",3,1,4,"Sunday","07","2023","2023-07","Gun Violence Archive","Texas-Dallas"
2661000,2023-07-23,"Seattle","Washington",4,0,4,"Sunday","07","2023","2023-07","Gun Violence Archive","Washington-Seattle"
2660299,2023-07-22,"Glendale","Arizona",4,0,4,"Saturday","07","2023","2023-07","Gun Violence Archive","Arizona-Glendale"
2660568,2023-07-22,"Wade","North Carolina",3,1,4,"Saturday","07","2023","2023-07","Gun Violence Archive","North Carolina-Wade"
2660217,2023-07-22,"Chicago","Illinois",4,1,5,"Saturday","07","2023","2023-07","Gun Violence Archive","Illinois-Chicago"
2661182,2023-07-22,"Daytona Beach","Florida",4,0,4,"Saturday","07","2023","2023-07","Gun Violence Archive","Florida-Daytona Beach"
2660674,2023-07-22,"Memphis","Tennessee",4,1,5,"Saturday","07","2023","2023-07","Gun Violence Archive","Tennessee-Memphis"
2659968,2023-07-21,"Marrero","Louisiana",3,1,4,"Friday","07","2023","2023-07","Gun Violence Archive","Louisiana-Marrero"
2658784,2023-07-20,"Greensboro","North Carolina",3,1,4,"Thursday","07","2023","2023-07","Gun Violence Archive","North Carolina-Greensboro"
2658701,2023-07-19,"Houston","Texas",3,2,5,"Wednesday","07","2023","2023-07","Gun Violence Archive","Texas-Houston"
2657179,2023-07-18,"Philadelphia","Pennsylvania",5,0,5,"Tuesday","07","2023","2023-07","Gun Violence Archive","Pennsylvania-Philadelphia"
2657041,2023-07-17,"Washington","District of Columbia",4,0,4,"Monday","07","2023","2023-07","Gun Violence Archive","District of Columbia-Washington"
2656524,2023-07-17,"Columbia","South Carolina",3,1,4,"Monday","07","2023","2023-07","Gun Violence Archive","South Carolina-Columbia"
2654137,2023-07-16,"Chicago","Illinois",4,1,5,"Sunday","07","2023","2023-07","Gun Violence Archive","Illinois-Chicago"
2654540,2023-07-16,"Los Angeles","California",4,1,5,"Sunday","07","2023","2023-07","Gun Violence Archive","California-Los Angeles"
2654280,2023-07-16,"Dallas","Texas",4,1,5,"Sunday","07","2023","2023-07","Gun Violence Archive","Texas-Dallas"
2653407,2023-07-15,"Homestead (Munhall)","Pennsylvania",3,1,4,"Saturday","07","2023","2023-07","Gun Violence Archive","Pennsylvania-Homestead (Munhall)"
2655985,2023-07-15,"Clarksdale","Mississippi",4,0,4,"Saturday","07","2023","2023-07","Gun Violence Archive","Mississippi-Clarksdale"
2653609,2023-07-15,"Hampton","Georgia",3,4,7,"Saturday","07","2023","2023-07","Gun Violence Archive","Georgia-Hampton"
2654370,2023-07-15,"Fort Lauderdale","Florida",3,1,4,"Saturday","07","2023","2023-07","Gun Violence Archive","Florida-Fort Lauderdale"
2653963,2023-07-15,"Memphis","Tennessee",4,1,5,"Saturday","07","2023","2023-07","Gun Violence Archive","Tennessee-Memphis"
2653974,2023-07-15,"Shreveport","Louisiana",6,1,7,"Saturday","07","2023","2023-07","Gun Violence Archive","Louisiana-Shreveport"
2652749,2023-07-14,"Bladensburg","Maryland",5,0,5,"Friday","07","2023","2023-07","Gun Violence Archive","Maryland-Bladensburg"
2653198,2023-07-14,"Fargo","North Dakota",3,1,4,"Friday","07","2023","2023-07","Gun Violence Archive","North Dakota-Fargo"
2379020,2022-08-04,"Laurel","Nebraska",0,4,4,"Thursday","08","2022","2022-08","Gun Violence Archive","Nebraska-Laurel"
2377855,2022-08-03,"Panorama City","California",4,1,5,"Wednesday","08","2022","2022-08","Gun Violence Archive","California-Panorama City"
2377529,2022-08-03,"Miami","Florida",5,0,5,"Wednesday","08","2022","2022-08","Gun Violence Archive","Florida-Miami"
2376380,2022-08-02,"Albany","New York",5,0,5,"Tuesday","08","2022","2022-08","Gun Violence Archive","New York-Albany"
2377338,2022-08-02,"Orlando","Florida",0,4,4,"Tuesday","08","2022","2022-08","Gun Violence Archive","Florida-Orlando"
2375725,2022-08-01,"Paramount","California",3,1,4,"Monday","08","2022","2022-08","Gun Violence Archive","California-Paramount"
2375886,2022-08-01,"Washington","District of Columbia",5,1,6,"Monday","08","2022","2022-08","Gun Violence Archive","District of Columbia-Washington"
2376028,2022-08-01,"Columbus","Ohio",2,2,4,"Monday","08","2022","2022-08","Gun Violence Archive","Ohio-Columbus"
2374750,2022-07-31,"South Bend","Indiana",4,0,4,"Sunday","07","2022","2022-07","Gun Violence Archive","Indiana-South Bend"
2374430,2022-07-31,"Orlando","Florida",7,0,7,"Sunday","07","2022","2022-07","Gun Violence Archive","Florida-Orlando"
2374337,2022-07-31,"Detroit","Michigan",6,2,8,"Sunday","07","2022","2022-07","Gun Violence Archive","Michigan-Detroit"
2374401,2022-07-31,"Indianapolis","Indiana",4,0,4,"Sunday","07","2022","2022-07","Gun Violence Archive","Indiana-Indianapolis"
2374990,2022-07-31,"Decatur","Illinois",3,1,4,"Sunday","07","2022","2022-07","Gun Violence Archive","Illinois-Decatur"
2375097,2022-07-31,"Hartford","Connecticut",4,0,4,"Sunday","07","2022","2022-07","Gun Violence Archive","Connecticut-Hartford"
2373924,2022-07-30,"Monroe","Louisiana",3,1,4,"Saturday","07","2022","2022-07","Gun Violence Archive","Louisiana-Monroe"
2373692,2022-07-30,"Wheeling","Illinois",5,0,5,"Saturday","07","2022","2022-07","Gun Violence Archive","Illinois-Wheeling"
2373859,2022-07-30,"Girard","Georgia",4,1,5,"Saturday","07","2022","2022-07","Gun Violence Archive","Georgia-Girard"
2373050,2022-07-29,"Baltimore","Maryland",2,2,4,"Friday","07","2022","2022-07","Gun Violence Archive","Maryland-Baltimore"
2373646,2022-07-29,"Albuquerque","New Mexico",4,1,5,"Friday","07","2022","2022-07","Gun Violence Archive","New Mexico-Albuquerque"
2373607,2022-07-29,"Cleveland","Ohio",3,1,4,"Friday","07","2022","2022-07","Gun Violence Archive","Ohio-Cleveland"
2373111,2022-07-29,"Miami","Florida",4,0,4,"Friday","07","2022","2022-07","Gun Violence Archive","Florida-Miami"
2370760,2022-07-27,"Macon","Georgia",2,2,4,"Wednesday","07","2022","2022-07","Gun Violence Archive","Georgia-Macon"
2371416,2022-07-27,"Hahnville","Louisiana",3,1,4,"Wednesday","07","2022","2022-07","Gun Violence Archive","Louisiana-Hahnville"
2369720,2022-07-25,"New Orleans","Louisiana",4,0,4,"Monday","07","2022","2022-07","Gun Violence Archive","Louisiana-New Orleans"
2368575,2022-07-24,"San Pedro","California",6,2,8,"Sunday","07","2022","2022-07","Gun Violence Archive","California-San Pedro"
2095087,2021-08-19,"Philadelphia","Pennsylvania",4,1,5,"Thursday","08","2021","2021-08","Gun Violence Archive","Pennsylvania-Philadelphia"
2094421,2021-08-18,"Germantown","Maryland",3,1,4,"Wednesday","08","2021","2021-08","Gun Violence Archive","Maryland-Germantown"
2094457,2021-08-18,"Durham","North Carolina",3,1,4,"Wednesday","08","2021","2021-08","Gun Violence Archive","North Carolina-Durham"
2094071,2021-08-18,"Youngstown","Ohio",4,2,6,"Wednesday","08","2021","2021-08","Gun Violence Archive","Ohio-Youngstown"
2094035,2021-08-18,"Los Angeles","California",4,0,4,"Wednesday","08","2021","2021-08","Gun Violence Archive","California-Los Angeles"
2093581,2021-08-17,"Brooklyn","New York",5,0,5,"Tuesday","08","2021","2021-08","Gun Violence Archive","New York-Brooklyn"
2092469,2021-08-16,"Brooklyn","New York",8,0,8,"Monday","08","2021","2021-08","Gun Violence Archive","New York-Brooklyn"
2092227,2021-08-16,"Detroit","Michigan",3,1,4,"Monday","08","2021","2021-08","Gun Violence Archive","Michigan-Detroit"
2091597,2021-08-15,"San Antonio","Texas",2,3,5,"Sunday","08","2021","2021-08","Gun Violence Archive","Texas-San Antonio"
2091489,2021-08-15,"Chicago","Illinois",4,0,4,"Sunday","08","2021","2021-08","Gun Violence Archive","Illinois-Chicago"
2091531,2021-08-14,"Indianapolis","Indiana",3,1,4,"Saturday","08","2021","2021-08","Gun Violence Archive","Indiana-Indianapolis"
2090949,2021-08-14,"Brooklyn","New York",4,0,4,"Saturday","08","2021","2021-08","Gun Violence Archive","New York-Brooklyn"
2090971,2021-08-14,"Akron","Ohio",5,0,5,"Saturday","08","2021","2021-08","Gun Violence Archive","Ohio-Akron"
2090777,2021-08-14,"Indianapolis","Indiana",4,1,5,"Saturday","08","2021","2021-08","Gun Violence Archive","Indiana-Indianapolis"
2090924,2021-08-14,"Trenton","New Jersey",4,0,4,"Saturday","08","2021","2021-08","Gun Violence Archive","New Jersey-Trenton"
2092110,2021-08-14,"Wichita Falls","Texas",4,0,4,"Saturday","08","2021","2021-08","Gun Violence Archive","Texas-Wichita Falls"
2089972,2021-08-13,"Las Vegas","Nevada",6,0,6,"Friday","08","2021","2021-08","Gun Violence Archive","Nevada-Las Vegas"
2088659,2021-08-11,"Philadelphia","Pennsylvania",4,1,5,"Wednesday","08","2021","2021-08","Gun Violence Archive","Pennsylvania-Philadelphia"
2087433,2021-08-10,"Portland","Oregon",4,2,6,"Tuesday","08","2021","2021-08","Gun Violence Archive","Oregon-Portland"
2089557,2021-08-10,"Coahoma","Mississippi",2,2,4,"Tuesday","08","2021","2021-08","Gun Violence Archive","Mississippi-Coahoma"
2086148,2021-08-09,"Boston","Massachusetts",5,1,6,"Monday","08","2021","2021-08","Gun Violence Archive","Massachusetts-Boston"
2086236,2021-08-09,"Flint","Michigan",4,2,6,"Monday","08","2021","2021-08","Gun Violence Archive","Michigan-Flint"
2085396,2021-08-08,"Brooklyn","New York",2,3,5,"Sunday","08","2021","2021-08","Gun Violence Archive","New York-Brooklyn"
2085388,2021-08-08,"Chicago","Illinois",5,1,6,"Sunday","08","2021","2021-08","Gun Violence Archive","Illinois-Chicago"
2085401,2021-08-08,"Chicago","Illinois",4,1,5,"Sunday","08","2021","2021-08","Gun Violence Archive","Illinois-Chicago"
1759779,2020-08-09,"Toledo","Ohio",6,0,6,"Sunday","08","2020","2020-08","Gun Violence Archive","Ohio-Toledo"
1758966,2020-08-09,"Washington","District of Columbia",21,1,22,"Sunday","08","2020","2020-08","Gun Violence Archive","District of Columbia-Washington"
1760207,2020-08-09,"Jackson","Mississippi",4,0,4,"Sunday","08","2020","2020-08","Gun Violence Archive","Mississippi-Jackson"
1760261,2020-08-09,"Houston","Texas",4,0,4,"Sunday","08","2020","2020-08","Gun Violence Archive","Texas-Houston"
1759425,2020-08-08,"Paducah","Kentucky",3,1,4,"Saturday","08","2020","2020-08","Gun Violence Archive","Kentucky-Paducah"
1759237,2020-08-08,"Birmingham","Alabama",5,1,6,"Saturday","08","2020","2020-08","Gun Violence Archive","Alabama-Birmingham"
1758838,2020-08-08,"Philadelphia","Pennsylvania",6,0,6,"Saturday","08","2020","2020-08","Gun Violence Archive","Pennsylvania-Philadelphia"
1759439,2020-08-08,"Brockton","Massachusetts",5,0,5,"Saturday","08","2020","2020-08","Gun Violence Archive","Massachusetts-Brockton"
1758774,2020-08-08,"Albany","New York",3,1,4,"Saturday","08","2020","2020-08","Gun Violence Archive","New York-Albany"
1757380,2020-08-06,"Oakland","California",3,1,4,"Thursday","08","2020","2020-08","Gun Violence Archive","California-Oakland"
1756248,2020-08-05,"Chicago","Illinois",4,0,4,"Wednesday","08","2020","2020-08","Gun Violence Archive","Illinois-Chicago"
1755566,2020-08-04,"Madison","Wisconsin",4,0,4,"Tuesday","08","2020","2020-08","Gun Violence Archive","Wisconsin-Madison"
1755297,2020-08-04,"Washington","District of Columbia",4,0,4,"Tuesday","08","2020","2020-08","Gun Violence Archive","District of Columbia-Washington"
1754613,2020-08-04,"Beverly Hills","California",4,1,5,"Tuesday","08","2020","2020-08","Gun Violence Archive","California-Beverly Hills"
1754640,2020-08-04,"Saint Louis","Missouri",3,1,4,"Tuesday","08","2020","2020-08","Gun Violence Archive","Missouri-Saint Louis"
1754672,2020-08-04,"Hartford","Connecticut",5,1,6,"Tuesday","08","2020","2020-08","Gun Violence Archive","Connecticut-Hartford"
1754363,2020-08-03,"Bronx","New York",4,0,4,"Monday","08","2020","2020-08","Gun Violence Archive","New York-Bronx"
1753320,2020-08-02,"Philadelphia","Pennsylvania",4,0,4,"Sunday","08","2020","2020-08","Gun Violence Archive","Pennsylvania-Philadelphia"
1753561,2020-08-02,"Newark","New Jersey",5,0,5,"Sunday","08","2020","2020-08","Gun Violence Archive","New Jersey-Newark"
1752100,2020-08-01,"Chicago","Illinois",4,1,5,"Saturday","08","2020","2020-08","Gun Violence Archive","Illinois-Chicago"
1753235,2020-08-01,"Pointblank","Texas",3,2,5,"Saturday","08","2020","2020-08","Gun Violence Archive","Texas-Pointblank"
1751949,2020-08-01,"Denver","Colorado",4,1,5,"Saturday","08","2020","2020-08","Gun Violence Archive","Colorado-Denver"
1752790,2020-08-01,"Montgomery","Alabama",4,0,4,"Saturday","08","2020","2020-08","Gun Violence Archive","Alabama-Montgomery"
1752019,2020-07-31,"Philadelphia","Pennsylvania",3,1,4,"Friday","07","2020","2020-07","Gun Violence Archive","Pennsylvania-Philadelphia"
1750611,2020-07-30,"Tampa","Florida",5,0,5,"Thursday","07","2020","2020-07","Gun Violence Archive","Florida-Tampa"
1423435,2019-06-16,"Des Moines","Iowa",6,0,6,"Sunday","06","2019","2019-06","Gun Violence Archive","Iowa-Des Moines"
1422981,2019-06-15,"Shreveport","Louisiana",4,0,4,"Saturday","06","2019","2019-06","Gun Violence Archive","Louisiana-Shreveport"
1420933,2019-06-12,"Charlotte","North Carolina",3,1,4,"Wednesday","06","2019","2019-06","Gun Violence Archive","North Carolina-Charlotte"
1419305,2019-06-11,"Aurora","Colorado",4,0,4,"Tuesday","06","2019","2019-06","Gun Violence Archive","Colorado-Aurora"
1420432,2019-06-11,"Savannah","Georgia",2,2,4,"Tuesday","06","2019","2019-06","Gun Violence Archive","Georgia-Savannah"
1418533,2019-06-09,"Cleveland","Ohio",3,1,4,"Sunday","06","2019","2019-06","Gun Violence Archive","Ohio-Cleveland"
1418548,2019-06-09,"Buffalo","New York",4,0,4,"Sunday","06","2019","2019-06","Gun Violence Archive","New York-Buffalo"
1418457,2019-06-09,"Henning","Tennessee",3,1,4,"Sunday","06","2019","2019-06","Gun Violence Archive","Tennessee-Henning"
1418180,2019-06-08,"White Swan","Washington",2,5,7,"Saturday","06","2019","2019-06","Gun Violence Archive","Washington-White Swan"
1417570,2019-06-08,"Chicago","Illinois",4,0,4,"Saturday","06","2019","2019-06","Gun Violence Archive","Illinois-Chicago"
1417716,2019-06-07,"Austin","Texas",5,0,5,"Friday","06","2019","2019-06","Gun Violence Archive","Texas-Austin"
1416374,2019-06-06,"Chicago","Illinois",3,1,4,"Thursday","06","2019","2019-06","Gun Violence Archive","Illinois-Chicago"
1415399,2019-06-05,"Santa Rosa","California",4,0,4,"Wednesday","06","2019","2019-06","Gun Violence Archive","California-Santa Rosa"
1412419,2019-06-01,"Allendale","South Carolina",5,0,5,"Saturday","06","2019","2019-06","Gun Violence Archive","South Carolina-Allendale"
1411598,2019-06-01,"Chicago","Illinois",4,0,4,"Saturday","06","2019","2019-06","Gun Violence Archive","Illinois-Chicago"
1411408,2019-06-01,"Portsmouth","Virginia",3,1,4,"Saturday","06","2019","2019-06","Gun Violence Archive","Virginia-Portsmouth"
1412243,2019-06-01,"Chicago","Illinois",4,0,4,"Saturday","06","2019","2019-06","Gun Violence Archive","Illinois-Chicago"
1411963,2019-06-01,"Atlanta","Georgia",4,0,4,"Saturday","06","2019","2019-06","Gun Violence Archive","Georgia-Atlanta"
1412430,2019-06-01,"Macon","Georgia",4,2,6,"Saturday","06","2019","2019-06","Gun Violence Archive","Georgia-Macon"
1410442,2019-05-31,"Virginia Beach","Virginia",4,12,16,"Friday","05","2019","2019-05","Gun Violence Archive","Virginia-Virginia Beach"
1411661,2019-05-31,"West Covina","California",3,1,4,"Friday","05","2019","2019-05","Gun Violence Archive","California-West Covina"
1410329,2019-05-30,"Robbins","Illinois",5,0,5,"Thursday","05","2019","2019-05","Gun Violence Archive","Illinois-Robbins"
1408289,2019-05-29,"Cleveland","Texas",2,2,4,"Wednesday","05","2019","2019-05","Gun Violence Archive","Texas-Cleveland"
1409255,2019-05-29,"Reserve","Louisiana",3,1,4,"Wednesday","05","2019","2019-05","Gun Violence Archive","Louisiana-Reserve"
1407941,2019-05-27,"Saint Louis","Missouri",2,2,4,"Monday","05","2019","2019-05","Gun Violence Archive","Missouri-Saint Louis"
1108879,2018-05-05,"Columbus","Georgia",5,0,5,"Saturday","05","2018","2018-05","Gun Violence Archive","Georgia-Columbus"
1110773,2018-05-04,"Henderson","North Carolina",4,0,4,"Friday","05","2018","2018-05","Gun Violence Archive","North Carolina-Henderson"
1109928,2018-05-04,"Chicago Heights","Illinois",4,0,4,"Friday","05","2018","2018-05","Gun Violence Archive","Illinois-Chicago Heights"
1106451,2018-05-02,"Chicago","Illinois",4,1,5,"Wednesday","05","2018","2018-05","Gun Violence Archive","Illinois-Chicago"
1106432,2018-05-02,"Brooklyn","New York",4,1,5,"Wednesday","05","2018","2018-05","Gun Violence Archive","New York-Brooklyn"
1106557,2018-05-02,"Minneapolis","Minnesota",4,0,4,"Wednesday","05","2018","2018-05","Gun Violence Archive","Minnesota-Minneapolis"
1105061,2018-05-01,"New Orleans","Louisiana",5,0,5,"Tuesday","05","2018","2018-05","Gun Violence Archive","Louisiana-New Orleans"
1103454,2018-04-30,"Pompano Beach","Florida",4,0,4,"Monday","04","2018","2018-04","Gun Violence Archive","Florida-Pompano Beach"
1103465,2018-04-30,"Washington","District of Columbia",4,0,4,"Monday","04","2018","2018-04","Gun Violence Archive","District of Columbia-Washington"
1103423,2018-04-29,"Wartburg","Tennessee",4,0,4,"Sunday","04","2018","2018-04","Gun Violence Archive","Tennessee-Wartburg"
1102808,2018-04-29,"Seattle (Skyway)","Washington",2,2,4,"Sunday","04","2018","2018-04","Gun Violence Archive","Washington-Seattle (Skyway)"
1103045,2018-04-29,"Monroe","North Carolina",3,1,4,"Sunday","04","2018","2018-04","Gun Violence Archive","North Carolina-Monroe"
1102900,2018-04-29,"West Palm Beach","Florida",3,1,4,"Sunday","04","2018","2018-04","Gun Violence Archive","Florida-West Palm Beach"
1102559,2018-04-28,"Maxton","North Carolina",5,0,5,"Saturday","04","2018","2018-04","Gun Violence Archive","North Carolina-Maxton"
1100691,2018-04-25,"Pine Bluff","Arkansas",4,0,4,"Wednesday","04","2018","2018-04","Gun Violence Archive","Arkansas-Pine Bluff"
1100852,2018-04-25,"Saint Louis","Missouri",1,3,4,"Wednesday","04","2018","2018-04","Gun Violence Archive","Missouri-Saint Louis"
1099516,2018-04-24,"Flint","Michigan",4,0,4,"Tuesday","04","2018","2018-04","Gun Violence Archive","Michigan-Flint"
1096826,2018-04-22,"Antioch","Tennessee",3,4,7,"Sunday","04","2018","2018-04","Gun Violence Archive","Tennessee-Antioch"
1097700,2018-04-22,"New Orleans","Louisiana",4,2,6,"Sunday","04","2018","2018-04","Gun Violence Archive","Louisiana-New Orleans"
1096232,2018-04-21,"Philadelphia","Pennsylvania",2,2,4,"Saturday","04","2018","2018-04","Gun Violence Archive","Pennsylvania-Philadelphia"
1096388,2018-04-20,"San Francisco","California",5,1,6,"Friday","04","2018","2018-04","Gun Violence Archive","California-San Francisco"
1095043,2018-04-18,"Asheville","North Carolina",3,3,6,"Wednesday","04","2018","2018-04","Gun Violence Archive","North Carolina-Asheville"
1092279,2018-04-15,"Shreveport","Louisiana",6,0,6,"Sunday","04","2018","2018-04","Gun Violence Archive","Louisiana-Shreveport"
1088778,2018-04-09,"Vallejo","California",4,0,4,"Monday","04","2018","2018-04","Gun Violence Archive","California-Vallejo"
1087153,2018-04-08,"Hickory","North Carolina",3,1,4,"Sunday","04","2018","2018-04","Gun Violence Archive","North Carolina-Hickory"
820565,2017-04-15,"Indianapolis","Indiana",4,0,4,"Saturday","04","2017","2017-04","Gun Violence Archive","Indiana-Indianapolis"
