"event","date","city","state","killed","injured","total","day","month","year","yearmonth","source","citystate"
2380747,2022-08-07,"Cincinnati","Ohio",8,0,8,"Sunday","08","2022","2022-08","Gun Violence Archive","Ohio-Cincinnati"
2381371,2022-08-07,"Pittsburgh","Pennsylvania",3,1,4,"Sunday","08","2022","2022-08","Gun Violence Archive","Pennsylvania-Pittsburgh"
2381321,2022-08-07,"Atlanta","Georgia",4,2,6,"Sunday","08","2022","2022-08","Gun Violence Archive","Georgia-Atlanta"
2381000,2022-08-07,"Birmingham","Alabama",4,1,5,"Sunday","08","2022","2022-08","Gun Violence Archive","Alabama-Birmingham"
2380361,2022-08-06,"Detroit","Michigan",4,1,5,"Saturday","08","2022","2022-08","Gun Violence Archive","Michigan-Detroit"
2380869,2022-08-06,"Detroit","Michigan",6,1,7,"Saturday","08","2022","2022-08","Gun Violence Archive","Michigan-Detroit"
2380783,2022-08-06,"Duquesne","Pennsylvania",4,0,4,"Saturday","08","2022","2022-08","Gun Violence Archive","Pennsylvania-Duquesne"
2379316,2022-08-05,"Norfolk","Virginia",4,0,4,"Friday","08","2022","2022-08","Gun Violence Archive","Virginia-Norfolk"
2379499,2022-08-05,"Dayton","Ohio",0,4,4,"Friday","08","2022","2022-08","Gun Violence Archive","Ohio-Dayton"
2380017,2022-08-05,"Milwaukee","Wisconsin",4,0,4,"Friday","08","2022","2022-08","Gun Violence Archive","Wisconsin-Milwaukee"
2378851,2022-08-04,"Nashville","Tennessee",3,1,4,"Thursday","08","2022","2022-08","Gun Violence Archive","Tennessee-Nashville"
2107198,2021-09-02,"Niagara Falls","New York",4,0,4,"Thursday","09","2021","2021-09","Gun Violence Archive","New York-Niagara Falls"
2104725,2021-08-31,"Elm City","North Carolina",2,2,4,"Tuesday","08","2021","2021-08","Gun Violence Archive","North Carolina-Elm City"
2104181,2021-08-30,"Normal","Illinois",3,2,5,"Monday","08","2021","2021-08","Gun Violence Archive","Illinois-Normal"
2103256,2021-08-29,"Nashville","Tennessee",5,0,5,"Sunday","08","2021","2021-08","Gun Violence Archive","Tennessee-Nashville"
2102991,2021-08-29,"Las Vegas","Nevada",3,1,4,"Sunday","08","2021","2021-08","Gun Violence Archive","Nevada-Las Vegas"
2103311,2021-08-29,"Milwaukee","Wisconsin",4,0,4,"Sunday","08","2021","2021-08","Gun Violence Archive","Wisconsin-Milwaukee"
2103132,2021-08-28,"Albany","New York",5,0,5,"Saturday","08","2021","2021-08","Gun Violence Archive","New York-Albany"
2103035,2021-08-28,"San Diego","California",4,0,4,"Saturday","08","2021","2021-08","Gun Violence Archive","California-San Diego"
2102694,2021-08-28,"Chicago","Illinois",4,0,4,"Saturday","08","2021","2021-08","Gun Violence Archive","Illinois-Chicago"
2102082,2021-08-27,"Sharon Hill","Pennsylvania",4,1,5,"Friday","08","2021","2021-08","Gun Violence Archive","Pennsylvania-Sharon Hill"
2101199,2021-08-27,"Los Angeles","California",4,0,4,"Friday","08","2021","2021-08","Gun Violence Archive","California-Los Angeles"
2101774,2021-08-27,"Huntington","West Virginia",2,2,4,"Friday","08","2021","2021-08","Gun Violence Archive","West Virginia-Huntington"
2100578,2021-08-26,"Minneapolis","Minnesota",7,0,7,"Thursday","08","2021","2021-08","Gun Violence Archive","Minnesota-Minneapolis"
2100397,2021-08-25,"Kennewick","Washington",1,3,4,"Wednesday","08","2021","2021-08","Gun Violence Archive","Washington-Kennewick"
2098246,2021-08-23,"Chicago","Illinois",4,0,4,"Monday","08","2021","2021-08","Gun Violence Archive","Illinois-Chicago"
2097075,2021-08-22,"Chicago","Illinois",4,1,5,"Sunday","08","2021","2021-08","Gun Violence Archive","Illinois-Chicago"
2097481,2021-08-22,"Carbondale","Illinois",3,1,4,"Sunday","08","2021","2021-08","Gun Violence Archive","Illinois-Carbondale"
2097494,2021-08-22,"Denver","Colorado",5,1,6,"Sunday","08","2021","2021-08","Gun Violence Archive","Colorado-Denver"
2097271,2021-08-22,"Grand Rapids","Michigan",3,1,4,"Sunday","08","2021","2021-08","Gun Violence Archive","Michigan-Grand Rapids"
2098321,2021-08-22,"Portland","Oregon",5,0,5,"Sunday","08","2021","2021-08","Gun Violence Archive","Oregon-Portland"
2096687,2021-08-21,"Chicago","Illinois",4,0,4,"Saturday","08","2021","2021-08","Gun Violence Archive","Illinois-Chicago"
2097063,2021-08-21,"Chicago","Illinois",5,1,6,"Saturday","08","2021","2021-08","Gun Violence Archive","Illinois-Chicago"
2095800,2021-08-20,"Flint","Michigan",3,1,4,"Friday","08","2021","2021-08","Gun Violence Archive","Michigan-Flint"
2095116,2021-08-19,"Chicago","Illinois",4,0,4,"Thursday","08","2021","2021-08","Gun Violence Archive","Illinois-Chicago"
2095394,2021-08-19,"Edgewood","Maryland",3,1,4,"Thursday","08","2021","2021-08","Gun Violence Archive","Maryland-Edgewood"
1772174,2020-08-22,"Bessemer (Hueytown)","Alabama",3,1,4,"Saturday","08","2020","2020-08","Gun Violence Archive","Alabama-Bessemer (Hueytown)"
1769444,2020-08-19,"Philadelphia","Pennsylvania",4,0,4,"Wednesday","08","2020","2020-08","Gun Violence Archive","Pennsylvania-Philadelphia"
1769489,2020-08-19,"Chicago","Illinois",6,0,6,"Wednesday","08","2020","2020-08","Gun Violence Archive","Illinois-Chicago"
1768125,2020-08-18,"Philadelphia","Pennsylvania",4,1,5,"Tuesday","08","2020","2020-08","Gun Violence Archive","Pennsylvania-Philadelphia"
1767851,2020-08-18,"Corona (Queens)","New York",4,0,4,"Tuesday","08","2020","2020-08","Gun Violence Archive","New York-Corona (Queens)"
1767747,2020-08-18,"Rockford","Illinois",4,0,4,"Tuesday","08","2020","2020-08","Gun Violence Archive","Illinois-Rockford"
1768683,2020-08-17,"Cleveland","Ohio",5,0,5,"Monday","08","2020","2020-08","Gun Violence Archive","Ohio-Cleveland"
1766574,2020-08-17,"Brooklyn","New York",4,0,4,"Monday","08","2020","2020-08","Gun Violence Archive","New York-Brooklyn"
1767402,2020-08-17,"Dayton","Texas",2,3,5,"Monday","08","2020","2020-08","Gun Violence Archive","Texas-Dayton"
1765658,2020-08-16,"Lexington","Kentucky",3,1,4,"Sunday","08","2020","2020-08","Gun Violence Archive","Kentucky-Lexington"
1765624,2020-08-16,"Cincinnati","Ohio",3,1,4,"Sunday","08","2020","2020-08","Gun Violence Archive","Ohio-Cincinnati"
1765636,2020-08-16,"Cincinnati","Ohio",9,2,11,"Sunday","08","2020","2020-08","Gun Violence Archive","Ohio-Cincinnati"
1766423,2020-08-16,"Cincinnati","Ohio",3,1,4,"Sunday","08","2020","2020-08","Gun Violence Archive","Ohio-Cincinnati"
1766380,2020-08-16,"Denver","Colorado",4,2,6,"Sunday","08","2020","2020-08","Gun Violence Archive","Colorado-Denver"
1765920,2020-08-16,"Oklahoma City","Oklahoma",4,0,4,"Sunday","08","2020","2020-08","Gun Violence Archive","Oklahoma-Oklahoma City"
1765336,2020-08-15,"Belleville","Michigan",0,4,4,"Saturday","08","2020","2020-08","Gun Violence Archive","Michigan-Belleville"
1765499,2020-08-15,"Philadelphia","Pennsylvania",5,0,5,"Saturday","08","2020","2020-08","Gun Violence Archive","Pennsylvania-Philadelphia"
1765890,2020-08-15,"Rochester","New York",5,0,5,"Saturday","08","2020","2020-08","Gun Violence Archive","New York-Rochester"
1765705,2020-08-15,"New Haven","Connecticut",5,1,6,"Saturday","08","2020","2020-08","Gun Violence Archive","Connecticut-New Haven"
1764756,2020-08-15,"Troy","Alabama",3,2,5,"Saturday","08","2020","2020-08","Gun Violence Archive","Alabama-Troy"
1764619,2020-08-14,"New York (Manhattan)","New York",4,0,4,"Friday","08","2020","2020-08","Gun Violence Archive","New York-New York (Manhattan)"
1762951,2020-08-12,"Newark","New Jersey",4,1,5,"Wednesday","08","2020","2020-08","Gun Violence Archive","New Jersey-Newark"
1762997,2020-08-12,"Dayton","Ohio",3,1,4,"Wednesday","08","2020","2020-08","Gun Violence Archive","Ohio-Dayton"
1761557,2020-08-11,"Torrance","California",5,0,5,"Tuesday","08","2020","2020-08","Gun Violence Archive","California-Torrance"
1759873,2020-08-09,"Denver","Colorado",9,0,9,"Sunday","08","2020","2020-08","Gun Violence Archive","Colorado-Denver"
1434602,2019-06-28,"Hamden","Connecticut",5,0,5,"Friday","06","2019","2019-06","Gun Violence Archive","Connecticut-Hamden"
1434971,2019-06-28,"Atlanta","Georgia",7,0,7,"Friday","06","2019","2019-06","Gun Violence Archive","Georgia-Atlanta"
1434893,2019-06-28,"Jersey City","New Jersey",4,0,4,"Friday","06","2019","2019-06","Gun Violence Archive","New Jersey-Jersey City"
1435217,2019-06-28,"Saint Paul","Minnesota",5,0,5,"Friday","06","2019","2019-06","Gun Violence Archive","Minnesota-Saint Paul"
1432989,2019-06-27,"Atlanta","Georgia",7,0,7,"Thursday","06","2019","2019-06","Gun Violence Archive","Georgia-Atlanta"
1433857,2019-06-26,"Milwaukee","Wisconsin",4,0,4,"Wednesday","06","2019","2019-06","Gun Violence Archive","Wisconsin-Milwaukee"
1432930,2019-06-26,"Akron","Ohio",3,1,4,"Wednesday","06","2019","2019-06","Gun Violence Archive","Ohio-Akron"
1429810,2019-06-23,"San Jose","California",0,4,4,"Sunday","06","2019","2019-06","Gun Violence Archive","California-San Jose"
1429475,2019-06-23,"La Jolla","California",3,1,4,"Sunday","06","2019","2019-06","Gun Violence Archive","California-La Jolla"
1429047,2019-06-23,"South Bend","Indiana",10,1,11,"Sunday","06","2019","2019-06","Gun Violence Archive","Indiana-South Bend"
1429480,2019-06-23,"Columbus","Ohio",5,0,5,"Sunday","06","2019","2019-06","Gun Violence Archive","Ohio-Columbus"
1429338,2019-06-23,"Abbeville","South Carolina",1,3,4,"Sunday","06","2019","2019-06","Gun Violence Archive","South Carolina-Abbeville"
1429399,2019-06-22,"Hampton","Virginia",4,0,4,"Saturday","06","2019","2019-06","Gun Violence Archive","Virginia-Hampton"
1429022,2019-06-22,"Philadelphia","Pennsylvania",4,0,4,"Saturday","06","2019","2019-06","Gun Violence Archive","Pennsylvania-Philadelphia"
1428595,2019-06-22,"Baltimore","Maryland",4,1,5,"Saturday","06","2019","2019-06","Gun Violence Archive","Maryland-Baltimore"
1428788,2019-06-21,"Saginaw","Michigan",3,1,4,"Friday","06","2019","2019-06","Gun Violence Archive","Michigan-Saginaw"
1427483,2019-06-21,"Chicago","Illinois",4,0,4,"Friday","06","2019","2019-06","Gun Violence Archive","Illinois-Chicago"
1428047,2019-06-21,"Santa Maria","California",0,4,4,"Friday","06","2019","2019-06","Gun Violence Archive","California-Santa Maria"
1428229,2019-06-21,"Richmond","California",5,0,5,"Friday","06","2019","2019-06","Gun Violence Archive","California-Richmond"
1426537,2019-06-20,"Allentown","Pennsylvania",10,0,10,"Thursday","06","2019","2019-06","Gun Violence Archive","Pennsylvania-Allentown"
1425193,2019-06-18,"Newark","New Jersey",4,1,5,"Tuesday","06","2019","2019-06","Gun Violence Archive","New Jersey-Newark"
1425161,2019-06-17,"San Antonio","Texas",4,0,4,"Monday","06","2019","2019-06","Gun Violence Archive","Texas-San Antonio"
1424957,2019-06-17,"Memphis","Tennessee",5,0,5,"Monday","06","2019","2019-06","Gun Violence Archive","Tennessee-Memphis"
1423697,2019-06-16,"Philadelphia","Pennsylvania",5,1,6,"Sunday","06","2019","2019-06","Gun Violence Archive","Pennsylvania-Philadelphia"
1423330,2019-06-16,"Louisville","Kentucky",6,1,7,"Sunday","06","2019","2019-06","Gun Violence Archive","Kentucky-Louisville"
1132408,2018-06-03,"Dallas","Texas",5,0,5,"Sunday","06","2018","2018-06","Gun Violence Archive","Texas-Dallas"
1131909,2018-06-03,"Chicago","Illinois",3,1,4,"Sunday","06","2018","2018-06","Gun Violence Archive","Illinois-Chicago"
1131855,2018-06-02,"Omaha","Nebraska",6,1,7,"Saturday","06","2018","2018-06","Gun Violence Archive","Nebraska-Omaha"
1132050,2018-06-02,"Buffalo","New York",5,0,5,"Saturday","06","2018","2018-06","Gun Violence Archive","New York-Buffalo"
1129432,2018-05-31,"Timmonsville","South Carolina",2,3,5,"Thursday","05","2018","2018-05","Gun Violence Archive","South Carolina-Timmonsville"
1126712,2018-05-27,"Shreveport","Louisiana",4,0,4,"Sunday","05","2018","2018-05","Gun Violence Archive","Louisiana-Shreveport"
1126434,2018-05-27,"Aurora","Colorado",3,1,4,"Sunday","05","2018","2018-05","Gun Violence Archive","Colorado-Aurora"
1124777,2018-05-25,"Cincinnati","Ohio",4,0,4,"Friday","05","2018","2018-05","Gun Violence Archive","Ohio-Cincinnati"
1122728,2018-05-20,"Anderson","Indiana",4,0,4,"Sunday","05","2018","2018-05","Gun Violence Archive","Indiana-Anderson"
1121111,2018-05-20,"Hazlehurst","Mississippi",7,1,8,"Sunday","05","2018","2018-05","Gun Violence Archive","Mississippi-Hazlehurst"
1118785,2018-05-18,"Santa Fe","Texas",13,10,23,"Friday","05","2018","2018-05","Gun Violence Archive","Texas-Santa Fe"
1116705,2018-05-16,"Ponder","Texas",1,4,5,"Wednesday","05","2018","2018-05","Gun Violence Archive","Texas-Ponder"
1115110,2018-05-14,"Baltimore","Maryland",4,0,4,"Monday","05","2018","2018-05","Gun Violence Archive","Maryland-Baltimore"
1114725,2018-05-13,"Los Angeles","California",2,2,4,"Sunday","05","2018","2018-05","Gun Violence Archive","California-Los Angeles"
1115051,2018-05-13,"Stockton","California",2,3,5,"Sunday","05","2018","2018-05","Gun Violence Archive","California-Stockton"
1114402,2018-05-13,"Byhalia","Mississippi",4,0,4,"Sunday","05","2018","2018-05","Gun Violence Archive","Mississippi-Byhalia"
1114276,2018-05-12,"Omaha","Nebraska",6,0,6,"Saturday","05","2018","2018-05","Gun Violence Archive","Nebraska-Omaha"
1113538,2018-05-12,"Paulsboro","New Jersey",4,0,4,"Saturday","05","2018","2018-05","Gun Violence Archive","New Jersey-Paulsboro"
1113737,2018-05-11,"Saint Louis","Missouri",4,0,4,"Friday","05","2018","2018-05","Gun Violence Archive","Missouri-Saint Louis"
1112948,2018-05-11,"Talihina","Oklahoma",4,0,4,"Friday","05","2018","2018-05","Gun Violence Archive","Oklahoma-Talihina"
1111950,2018-05-09,"Saint Louis","Missouri",4,0,4,"Wednesday","05","2018","2018-05","Gun Violence Archive","Missouri-Saint Louis"
1111649,2018-05-09,"Omaha","Nebraska",4,0,4,"Wednesday","05","2018","2018-05","Gun Violence Archive","Nebraska-Omaha"
1110399,2018-05-07,"San Diego","California",5,0,5,"Monday","05","2018","2018-05","Gun Violence Archive","California-San Diego"
1108856,2018-05-06,"Stillwater","Oklahoma",4,0,4,"Sunday","05","2018","2018-05","Gun Violence Archive","Oklahoma-Stillwater"
1109322,2018-05-06,"Memphis","Tennessee",4,2,6,"Sunday","05","2018","2018-05","Gun Violence Archive","Tennessee-Memphis"
839846,2017-05-09,"Kansas City","Kansas",1,3,4,"Tuesday","05","2017","2017-05","Gun Violence Archive","Kansas-Kansas City"
838272,2017-05-07,"Chicago","Illinois",8,2,10,"Sunday","05","2017","2017-05","Gun Violence Archive","Illinois-Chicago"
835961,2017-05-04,"Flint","Michigan",3,1,4,"Thursday","05","2017","2017-05","Gun Violence Archive","Michigan-Flint"
834832,2017-05-02,"Jacksonville","Florida",3,1,4,"Tuesday","05","2017","2017-05","Gun Violence Archive","Florida-Jacksonville"
833152,2017-05-01,"Dallas","Texas",3,1,4,"Monday","05","2017","2017-05","Gun Violence Archive","Texas-Dallas"
832679,2017-04-30,"San Diego","California",6,1,7,"Sunday","04","2017","2017-04","Gun Violence Archive","California-San Diego"
832528,2017-04-30,"Topeka","Kansas",1,3,4,"Sunday","04","2017","2017-04","Gun Violence Archive","Kansas-Topeka"
833128,2017-04-30,"Jacksonville","Florida",5,0,5,"Sunday","04","2017","2017-04","Gun Violence Archive","Florida-Jacksonville"
832309,2017-04-30,"Loris","South Carolina",5,1,6,"Sunday","04","2017","2017-04","Gun Violence Archive","South Carolina-Loris"
835459,2017-04-29,"Los Angeles (Boyle Heights)","California",3,1,4,"Saturday","04","2017","2017-04","Gun Violence Archive","California-Los Angeles (Boyle Heights)"
831800,2017-04-29,"Whittier","California",3,1,4,"Saturday","04","2017","2017-04","Gun Violence Archive","California-Whittier"
832290,2017-04-29,"Sacramento","California",5,0,5,"Saturday","04","2017","2017-04","Gun Violence Archive","California-Sacramento"
831667,2017-04-29,"Germantown","Maryland",3,1,4,"Saturday","04","2017","2017-04","Gun Violence Archive","Maryland-Germantown"
834788,2017-04-29,"Compton","California",4,0,4,"Saturday","04","2017","2017-04","Gun Violence Archive","California-Compton"
832063,2017-04-29,"Virginia Beach","Virginia",4,0,4,"Saturday","04","2017","2017-04","Gun Violence Archive","Virginia-Virginia Beach"
831201,2017-04-28,"Chester","Pennsylvania",4,0,4,"Friday","04","2017","2017-04","Gun Violence Archive","Pennsylvania-Chester"
830984,2017-04-27,"Newark","New Jersey",3,1,4,"Thursday","04","2017","2017-04","Gun Violence Archive","New Jersey-Newark"
829073,2017-04-26,"Miami","Florida",4,0,4,"Wednesday","04","2017","2017-04","Gun Violence Archive","Florida-Miami"
825694,2017-04-21,"Palm Bay","Florida",2,2,4,"Friday","04","2017","2017-04","Gun Violence Archive","Florida-Palm Bay"
825111,2017-04-20,"Louisville","Kentucky",4,0,4,"Thursday","04","2017","2017-04","Gun Violence Archive","Kentucky-Louisville"
821667,2017-04-16,"Vallejo","California",4,0,4,"Sunday","04","2017","2017-04","Gun Violence Archive","California-Vallejo"
821723,2017-04-16,"Elizabeth City","North Carolina",4,0,4,"Sunday","04","2017","2017-04","Gun Violence Archive","North Carolina-Elizabeth City"
821371,2017-04-16,"Columbus","Ohio",9,0,9,"Sunday","04","2017","2017-04","Gun Violence Archive","Ohio-Columbus"
821640,2017-04-15,"Rock Falls","Illinois",4,0,4,"Saturday","04","2017","2017-04","Gun Violence Archive","Illinois-Rock Falls"
821055,2017-04-15,"Philadelphia","Pennsylvania",4,0,4,"Saturday","04","2017","2017-04","Gun Violence Archive","Pennsylvania-Philadelphia"
588918,2016-06-26,"Corpus Christi","Texas",4,0,4,"Sunday","06","2016","2016-06","Gun Violence Archive","Texas-Corpus Christi"
587755,2016-06-25,"Fort Worth","Texas",5,2,7,"Saturday","06","2016","2016-06","Gun Violence Archive","Texas-Fort Worth"
589470,2016-06-25,"Norfolk","Virginia",4,0,4,"Saturday","06","2016","2016-06","Gun Violence Archive","Virginia-Norfolk"
587983,2016-06-25,"Chicago","Illinois",4,0,4,"Saturday","06","2016","2016-06","Gun Violence Archive","Illinois-Chicago"
589046,2016-06-24,"Kansas City","Kansas",4,0,4,"Friday","06","2016","2016-06","Gun Violence Archive","Kansas-Kansas City"
587735,2016-06-24,"Hartford","Connecticut",5,0,5,"Friday","06","2016","2016-06","Gun Violence Archive","Connecticut-Hartford"
587769,2016-06-24,"District Heights","Maryland",2,3,5,"Friday","06","2016","2016-06","Gun Violence Archive","Maryland-District Heights"
586122,2016-06-22,"Stone Mountain","Georgia",3,1,4,"Wednesday","06","2016","2016-06","Gun Violence Archive","Georgia-Stone Mountain"
585821,2016-06-22,"Olympia","Washington",1,3,4,"Wednesday","06","2016","2016-06","Gun Violence Archive","Washington-Olympia"
586058,2016-06-22,"Chicago","Illinois",4,0,4,"Wednesday","06","2016","2016-06","Gun Violence Archive","Illinois-Chicago"
586044,2016-06-21,"Willingboro","New Jersey",4,0,4,"Tuesday","06","2016","2016-06","Gun Violence Archive","New Jersey-Willingboro"
585615,2016-06-21,"Louisville","Kentucky",2,2,4,"Tuesday","06","2016","2016-06","Gun Violence Archive","Kentucky-Louisville"
583631,2016-06-19,"Roanoke","Virginia",4,0,4,"Sunday","06","2016","2016-06","Gun Violence Archive","Virginia-Roanoke"
583537,2016-06-18,"Waycross","Georgia",2,2,4,"Saturday","06","2016","2016-06","Gun Violence Archive","Georgia-Waycross"
583584,2016-06-18,"Exmore","Virginia",3,1,4,"Saturday","06","2016","2016-06","Gun Violence Archive","Virginia-Exmore"
583362,2016-06-18,"Chicago","Illinois",4,0,4,"Saturday","06","2016","2016-06","Gun Violence Archive","Illinois-Chicago"
580791,2016-06-14,"Oakland","California",3,1,4,"Tuesday","06","2016","2016-06","Gun Violence Archive","California-Oakland"
580848,2016-06-14,"Wilmington","Delaware",4,0,4,"Tuesday","06","2016","2016-06","Gun Violence Archive","Delaware-Wilmington"
579517,2016-06-13,"Fresno","California",4,0,4,"Monday","06","2016","2016-06","Gun Violence Archive","California-Fresno"
579786,2016-06-13,"Brooklyn","New York",5,0,5,"Monday","06","2016","2016-06","Gun Violence Archive","New York-Brooklyn"
580279,2016-06-13,"Chicago","Illinois",5,0,5,"Monday","06","2016","2016-06","Gun Violence Archive","Illinois-Chicago"
577157,2016-06-12,"Orlando","Florida",53,49,102,"Sunday","06","2016","2016-06","Gun Violence Archive","Florida-Orlando"
578238,2016-06-11,"Webster","Minnesota",4,0,4,"Saturday","06","2016","2016-06","Gun Violence Archive","Minnesota-Webster"
576774,2016-06-11,"Charlotte","North Carolina",3,1,4,"Saturday","06","2016","2016-06","Gun Violence Archive","North Carolina-Charlotte"
577938,2016-06-11,"Stockton","California",3,1,4,"Saturday","06","2016","2016-06","Gun Violence Archive","California-Stockton"
346725,2015-05-26,"New Orleans","Louisiana",2,2,4,"Tuesday","05","2015","2015-05","Gun Violence Archive","Louisiana-New Orleans"
346097,2015-05-25,"Decatur","Illinois",4,1,5,"Monday","05","2015","2015-05","Gun Violence Archive","Illinois-Decatur"
345681,2015-05-24,"Brockton","Massachusetts",5,0,5,"Sunday","05","2015","2015-05","Gun Violence Archive","Massachusetts-Brockton"
345749,2015-05-24,"Flint","Michigan",7,0,7,"Sunday","05","2015","2015-05","Gun Violence Archive","Michigan-Flint"
346320,2015-05-24,"Montgomery","Alabama",3,1,4,"Sunday","05","2015","2015-05","Gun Violence Archive","Alabama-Montgomery"
346179,2015-05-24,"Saint Louis","Missouri",4,0,4,"Sunday","05","2015","2015-05","Gun Violence Archive","Missouri-Saint Louis"
346202,2015-05-23,"Fresno","California",2,2,4,"Saturday","05","2015","2015-05","Gun Violence Archive","California-Fresno"
344302,2015-05-20,"Baltimore","Maryland",3,1,4,"Wednesday","05","2015","2015-05","Gun Violence Archive","Maryland-Baltimore"
343106,2015-05-18,"Kinloch","Missouri",4,0,4,"Monday","05","2015","2015-05","Gun Violence Archive","Missouri-Kinloch"
342589,2015-05-18,"Miami","Florida",4,1,5,"Monday","05","2015","2015-05","Gun Violence Archive","Florida-Miami"
341622,2015-05-17,"Waco","Texas",18,9,27,"Sunday","05","2015","2015-05","Gun Violence Archive","Texas-Waco"
341465,2015-05-16,"Milwaukee","Wisconsin",5,0,5,"Saturday","05","2015","2015-05","Gun Violence Archive","Wisconsin-Milwaukee"
341162,2015-05-16,"Rochester","New York",4,0,4,"Saturday","05","2015","2015-05","Gun Violence Archive","New York-Rochester"
341232,2015-05-16,"Baltimore","Maryland",5,0,5,"Saturday","05","2015","2015-05","Gun Violence Archive","Maryland-Baltimore"
339229,2015-05-12,"Tucson","Arizona",0,4,4,"Tuesday","05","2015","2015-05","Gun Violence Archive","Arizona-Tucson"
340280,2015-05-12,"Capitol Heights","Maryland",4,1,5,"Tuesday","05","2015","2015-05","Gun Violence Archive","Maryland-Capitol Heights"
337855,2015-05-10,"Cleveland","Ohio",4,1,5,"Sunday","05","2015","2015-05","Gun Violence Archive","Ohio-Cleveland"
338034,2015-05-10,"Jersey City","New Jersey",4,0,4,"Sunday","05","2015","2015-05","Gun Violence Archive","New Jersey-Jersey City"
337767,2015-05-10,"Newark","New Jersey",3,1,4,"Sunday","05","2015","2015-05","Gun Violence Archive","New Jersey-Newark"
335903,2015-05-07,"Cincinnati","Ohio",4,0,4,"Thursday","05","2015","2015-05","Gun Violence Archive","Ohio-Cincinnati"
336622,2015-05-07,"Detroit","Michigan",4,0,4,"Thursday","05","2015","2015-05","Gun Violence Archive","Michigan-Detroit"
334681,2015-05-04,"Buffalo","New York",3,1,4,"Monday","05","2015","2015-05","Gun Violence Archive","New York-Buffalo"
334033,2015-05-03,"South Bend","Indiana",4,0,4,"Sunday","05","2015","2015-05","Gun Violence Archive","Indiana-South Bend"
334047,2015-05-03,"Bronx","New York",4,0,4,"Sunday","05","2015","2015-05","Gun Violence Archive","New York-Bronx"
333576,2015-05-03,"Dayton","Ohio",6,1,7,"Sunday","05","2015","2015-05","Gun Violence Archive","Ohio-Dayton"
117818,2014-03-23,"Arlington","Texas",3,1,4,"Sunday","03","2014","2014-03","Gun Violence Archive","Texas-Arlington"
172722,2014-03-23,"Long Beach","California",3,1,4,"Sunday","03","2014","2014-03","Gun Violence Archive","California-Long Beach"
117642,2014-03-21,"North Charleston","South Carolina",4,0,4,"Friday","03","2014","2014-03","Gun Violence Archive","South Carolina-North Charleston"
117591,2014-03-16,"Beaumont","Texas",1,3,4,"Sunday","03","2014","2014-03","Gun Violence Archive","Texas-Beaumont"
125855,2014-03-16,"Waynesboro","Georgia",4,0,4,"Sunday","03","2014","2014-03","Gun Violence Archive","Georgia-Waynesboro"
115012,2014-03-14,"Brooklyn","New York",4,0,4,"Friday","03","2014","2014-03","Gun Violence Archive","New York-Brooklyn"
113156,2014-03-09,"Fremont","Ohio",1,3,4,"Sunday","03","2014","2014-03","Gun Violence Archive","Ohio-Fremont"
113247,2014-03-09,"Austin","Texas",6,0,6,"Sunday","03","2014","2014-03","Gun Violence Archive","Texas-Austin"
113255,2014-03-08,"Richmond","California",3,1,4,"Saturday","03","2014","2014-03","Gun Violence Archive","California-Richmond"
113214,2014-03-08,"Chicago","Illinois",6,0,6,"Saturday","03","2014","2014-03","Gun Violence Archive","Illinois-Chicago"
112415,2014-03-05,"Pelzer","South Carolina",1,3,4,"Wednesday","03","2014","2014-03","Gun Violence Archive","South Carolina-Pelzer"
111095,2014-03-01,"Pittsburgh","Pennsylvania",4,1,5,"Saturday","03","2014","2014-03","Gun Violence Archive","Pennsylvania-Pittsburgh"
109957,2014-02-25,"Glade Spring","Virginia",1,3,4,"Tuesday","02","2014","2014-02","Gun Violence Archive","Virginia-Glade Spring"
109142,2014-02-22,"Wilmington","California",4,0,4,"Saturday","02","2014","2014-02","Gun Violence Archive","California-Wilmington"
108649,2014-02-20,"Alturas","California",1,4,5,"Thursday","02","2014","2014-02","Gun Violence Archive","California-Alturas"
108691,2014-02-20,"Indianapolis","Indiana",0,4,4,"Thursday","02","2014","2014-02","Gun Violence Archive","Indiana-Indianapolis"
107417,2014-02-16,"Orlando (Pine Hills)","Florida",6,1,7,"Sunday","02","2014","2014-02","Gun Violence Archive","Florida-Orlando (Pine Hills)"
108659,2014-02-16,"Fort Worth","Texas",4,1,5,"Sunday","02","2014","2014-02","Gun Violence Archive","Texas-Fort Worth"
107673,2014-02-16,"Fort Wayne","Indiana",5,0,5,"Sunday","02","2014","2014-02","Gun Violence Archive","Indiana-Fort Wayne"
107519,2014-02-16,"Dallas","Texas",7,1,8,"Sunday","02","2014","2014-02","Gun Violence Archive","Texas-Dallas"
107433,2014-02-16,"Jacksonville","Florida",4,1,5,"Sunday","02","2014","2014-02","Gun Violence Archive","Florida-Jacksonville"
107403,2014-02-15,"Las Vegas","Nevada",5,0,5,"Saturday","02","2014","2014-02","Gun Violence Archive","Nevada-Las Vegas"
106243,2014-02-12,"Stockton","California",3,1,4,"Wednesday","02","2014","2014-02","Gun Violence Archive","California-Stockton"
106394,2014-02-12,"Gary","Indiana",4,0,4,"Wednesday","02","2014","2014-02","Gun Violence Archive","Indiana-Gary"
106481,2014-02-12,"Oakland","California",3,1,4,"Wednesday","02","2014","2014-02","Gun Violence Archive","California-Oakland"
2661056,2023-07-23,"Houston","Texas",4,1,5,"Sunday","07","2023","2023-07","Gun Violence Archive","Texas-Houston"
